player,batting_average,strike_rate,bowling_average
Azharullah,0.394957983,39.49579832,28.19672131
GL van Buuren,0.645819171,64.58191706,37.14634146
CN Miles,0.467914439,46.79144385,25.88607595
CAJ Brodrick,1.086956522,108.6956522,0
JB Lintott,0.835051546,83.50515464,21.65853659
CM Dickinson,1,100,0
CJC Wright,0.509473684,50.94736842,27.44736842
GT Thornton,0,0,46.8
S van Zyl,0.691584391,69.15843912,77.6
A Shahzad,0.543046358,54.30463576,31.11764706
CMW Read,0.653955375,65.39553753,0
KS Carlson,0.686826843,68.68268434,24
LC Norwell,0.52782194,52.78219396,25.91262136
AP Rouse,0.584,58.4,0
SR Dickson,0.629023307,62.90233074,0
AP Palladino,0.53255814,53.25581395,25.94252874
SJ Thakor,0.727605119,72.76051188,26.96551724
TP Milnes,0.555555556,55.55555556,37.5
NJ Dexter,0.559885932,55.98859316,37.02272727
JS Sykes,0.5,50,20.21428571
LA Procter,0.531000614,53.10006139,34.76744186
AL Davies,0.774779892,77.47798921,0
RJ Sayer,0.566433566,56.64335664,46.1875
ZJ Chappell,0.653710247,65.37102473,25.51666667
MA Richardson,0.333333333,33.33333333,0
TAI Taylor,0.725075529,72.50755287,31.36082474
LJ Carey,0.872463768,87.24637681,34.34782609
TC Fell,0.55250949,55.25094897,0
RH Patel,0.579881657,57.98816568,28.27272727
MR Quinn,0.545454545,54.54545455,31.93258427
AO Morgan,0.43902439,43.90243902,66
SD Robson,0.582789631,58.27896315,40.5
JK Fuller,1.132115249,113.2115249,29.73873874
GHI Harding,0,0,83.75
NRD Compton,0.457468185,45.74681849,0
OP Rayner,0.565351895,56.53518948,40.05
SC Kerrigan,0.377118644,37.71186441,45.27777778
MJ Lamb,0.56567915,56.56791504,47.6
MGK Burgess,0.777319588,77.73195876,0
CDJ Dent,0.600873362,60.08733624,47
CF Hartley,0,0,33.33333333
JAR Harris,0.413103831,41.31038312,33.44827586
J Overton,0.947176685,94.71766849,37.63043478
RC Davies,0.781512605,78.1512605,0
TR Ambrose,0.66255144,66.25514403,0
IJL Trott,0.635791881,63.57918811,49.0625
MR Adair,1.146341463,114.6341463,22.90756303
KM Jarvis,0.620289855,62.02898551,26.35658915
IAA Thomas,0.094594595,9.459459459,40.6875
MDE Holden,0.662928984,66.2928984,82
AJ Ball,0.497227357,49.72273567,43.33333333
K Carver,0.746478873,74.64788732,28.71428571
AJ Hodd,0.581554227,58.15542272,0
J Shaw,0.451351351,45.13513514,32.38709677
MHA Footitt,0.754716981,75.47169811,21.48484848
AP Beard,0.659836066,65.98360656,36.86956522
ME Trescothick,0.614952547,61.4952547,153
MJ Leach,0.425860857,42.58608573,36.1641791
RP Jones,0.608333333,60.83333333,41
JHK Adams,0.558665472,55.86654725,0
IJ Westwood,0.504643963,50.46439628,0
JA Brooks,0.71969697,71.96969697,28.06015038
A Virdi,0.513513514,51.35135135,34.97222222
Sukhjit Singh,0,0,24.5
ARI Umeed,0.41745283,41.74528302,47
MET Salisbury,0.341719078,34.17190776,35.94736842
S Mahmood,0.521489971,52.14899713,25.24742268
RJ Sidebottom,0.331496786,33.1496786,25.69014085
BJ Taylor,0.459459459,45.94594595,51.375
GD Panayi,0.828125,82.8125,41.57142857
TD Rouse,0.344827586,34.48275862,0
HC Brook,1.099423631,109.9423631,29.6
EJ Byrom,0.539672925,53.96729255,0
C McKerr,0.465384615,46.53846154,28.04081633
RN Sidebottom,0.238410596,23.8410596,23.63636364
DM Bess,0.563049853,56.30498534,47.6744186
RS Patel,0.550295858,55.0295858,83.5
SJ Cook,0.51981352,51.98135198,18.99206349
GA Bartlett,0.625665602,62.56656017,0
HJH Brookes,0.586510264,58.65102639,26.31818182
AT Thomson,0.55971223,55.97122302,26.67647059
L Banks,0.649350649,64.93506494,0
WRS Gidman,0.545534151,54.55341506,22.10810811
JD Libby,0.631367292,63.13672922,71.75
PJ Horton,0.618199802,61.81998022,0
BA Raine,0.704610131,70.46101309,24.03550296
WS Davis,0.6,60,31.34782609
RA Jones,0.441860465,44.18604651,29
WA Tavare,0.472406181,47.2406181,0
A Carter,0.859813084,85.98130841,20.17948718
SG Whittingham,0.393939394,39.39393939,22.06896552
GP Smith,0.694331984,69.43319838,0
SJ Magoffin,0.462427746,46.24277457,20.5862069
CE Shreck,0.611336032,61.13360324,28.84745763
G Onions,0.608308605,60.83086053,25.14876033
BA Hutton,0.456343793,45.63437926,24.12264151
GT Main,0.916666667,91.66666667,22.04347826
LWP Wells,0.488280221,48.82802212,39.23529412
MJ Potts,0.419080068,41.90800681,21.41666667
CF Hughes,0.628721541,62.87215412,43.14285714
GH Roderick,0.540041068,54.00410678,0
TN Cullen,0.555256065,55.52560647,0
Hamidullah Qadri,0.542435424,54.24354244,31.39130435
A Sakande,0.390625,39.0625,53
GS Sandhu (2),0.388429752,38.84297521,39
GS Drissell,0.565789474,56.57894737,131
A Sheikh,0.485714286,48.57142857,27.57142857
HR Hosein,0.452287582,45.22875817,0
OE Robinson,0.682815356,68.28153565,18.88023952
D Murphy,0.353896104,35.38961039,0
James Bracey,0.633598503,63.35985026,17
CR Brown,0.608843537,60.88435374,0
M Carter,0.797297297,79.72972973,30.63934426
G Stewart,0.854021847,85.40218471,33.93023256
Z Crawley,0.726608187,72.66081871,0
M Stiller,0.48,48,0
MP O'Dowd,0.954227591,95.42275906,212
Ehsan Nawaz,0.32,32,29.58333333
BN Cooper,1.017204301,101.7204301,0
DS Airee,1.112756264,111.2756264,22.7
S Dhamala,0.272727273,27.27272727,0
M Alam,0.785714286,78.57142857,12.63636364
SP Gauchan,0.514851485,51.48514851,15.53846154
K Kaul,0.227272727,22.72727273,0
Mohammed Qasim,0.462184874,46.21848739,19
Imran Haider,0.5,50,23.90625
Zahoor Khan,0.539325843,53.93258427,18.0733945
Mohammad Naveed,1.157342657,115.7342657,22.27631579
Ahmed Raza,0.658371041,65.83710407,30.05970149
Rohan Mustafa,0.732897771,73.28977709,20.33333333
Z Groenewald,0.896103896,89.61038961,14.625
C Viljoen,0.728370221,72.83702213,22.02777778
ZE Green,0.780289331,78.02893309,0
MG Erasmus,0.853468075,85.34680753,24.28571429
CB Sole,0.76,76,22.52
Amjad Javed,0.977272727,97.72727273,25.96875
Mohammad Shahzad (2),0.907894737,90.78947368,26.72222222
Muhammad Usman,0.862896315,86.28963153,0
Shaiman Anwar,0.948664222,94.86642221,43
TL Seifert,1.323420074,132.3420074,0
MS Chapman,1.251060221,125.1060221,19.28571429
DP Vaidya,0.757142857,75.71428571,22.33333333
DB Sharma,0.739552554,73.95525538,20.25490196
T Granger,0.443708609,44.37086093,31.28571429
M Musonda,0.747913189,74.79131886,17.5
MV Waldron,0.647657841,64.76578411,0
L Tshuma,0.426470588,42.64705882,22.31578947
J Nkomo,0.653500898,65.35008977,16.14285714
L Delany,0.760552571,76.0552571,18.61363636
N Mutasa,0.306451613,30.64516129,15.4
GH Lewis,0.940677966,94.06779661,51.5
P Marange,0.902654867,90.26548673,20.96296296
CMA Shillington,1.011070111,101.1070111,0
E Mbofana,0.263157895,26.31578947,19.33333333
T Chetty,0.706254949,70.62549485,0
L Wolvaardt,0.876945245,87.6945245,0
Nashra Sandhu,0.177570093,17.75700935,22.95833333
Ghulam Fatima,0.166666667,16.66666667,17.47368421
S Ismail,0.586563307,58.65633075,17.755
R Oa,0.513513514,51.35135135,9.911764706
K Oala,0.819672131,81.96721311,39.5
V Frank,0.747572816,74.75728155,37
S Jimmy,0.74822695,74.82269504,10.35714286
M Tom,0.25,25,15.58333333
K Arua,0.522727273,52.27272727,12.46153846
N Ovasuru,0,0,22.14285714
CJ Metcalfe,0.4,40,19.2
LN McCarthy,0,0,28.90909091
RA Lewis,0,0,13.5
S Lateh,0,0,19
C Sutthiruang,0.835255354,83.52553542,20.6
S Pandey,0.797927461,79.79274611,21.74626866
RS Gayakwad,0.257142857,25.71428571,19.14814815
S Saengsakaorat,0.290076336,29.00763359,0
N Chantam,0.778871979,77.88719785,7.916666667
S Tippoch,0.570561457,57.05614568,13.60784314
S Laomi,0.490825688,49.08256881,13.05
Poonam Yadav,0.453703704,45.37037037,19.92941176
M Joshi,0.735294118,73.52941176,15.21428571
R Padunglerd,0.412280702,41.22807018,15.6875
N Koncharoenkai,0.804775281,80.47752809,0
S Saenya,0.3,30,0
R Sangsoma,0.272727273,27.27272727,39.66666667
N Boochatham,0.577683616,57.76836158,10.90322581
OSM Rae,0.440251572,44.02515723,0
K Anderson,0.394495413,39.44954128,5
EM Priddle,0.563953488,56.39534884,0
L Jack,0.734939759,73.4939759,0
FE Urquhart,0.659574468,65.95744681,0
SJ Bryce,0.872074883,87.2074883,0
Aiman Anwer,0.851851852,85.18518519,38.06666667
Rabiya Shah,0.585714286,58.57142857,0
T Ruma,0.836111111,83.61111111,34
Muneeba Ali,0.699680511,69.96805112,0
P Siaka,0.505376344,50.53763441,9.75
MDT Kamini,0.652694611,65.26946108,0
AJ Kenealy,0.366666667,36.66666667,37.375
SM Mayers,0.817073171,81.70731707,15.6
P Mujaji,0.547717842,54.77178423,0
M Mupachikwa,0.721938776,72.19387755,0
Suraiya Azmin,0,0,8
N Nyathi,0.367924528,36.79245283,0
SM Kavanagh,0.762948207,76.29482072,61
SK Yadav,0,0,15
E Bisht,0.5,50,17.41176471
N Chaiwai,0.675555556,67.55555556,0
H Buruka,0.5,50,0
AH Maqsood,0.382716049,38.27160494,21.16666667
S Verma,0.7,70,0
LK O'Reilly,0.5,50,16
HG Munsey,1.045963465,104.5963465,0
Waqas Barkat,0.804195804,80.41958042,35.66666667
GJ Thompson,1.366812227,136.6812227,0
Sultan Ahmed,0.632432432,63.24324324,0
Naseem Khushi,1.294985251,129.4985251,0
Aqib Ilyas,0.898268398,89.82683983,24.55
Khurram Nawaz,1.179640719,117.9640719,0
LP van der Westhuizen,1.13372093,113.372093,19.76923077
Kaleemullah,1.048611111,104.8611111,23.2037037
Bilal Khan,0.654545455,65.45454545,14.31914894
Ghulam Shabber,0.606299213,60.62992126,0
CW Coombe,0.804347826,80.43478261,55.66666667
Mehran Khan,1.315789474,131.5789474,42.5
Amad Butt,1.367088608,136.7088608,19.88888889
Iftikhar Ahmed,1.261950287,126.1950287,33.875
Saeed Ajmal,0.5859375,58.59375,24.68067227
Mohammad Irfan,0.298850575,29.88505747,26.17924528
Kamran Akmal,0.977657935,97.76579353,0
Imran Khalid,0.921052632,92.10526316,32
Haris Sohail,0.702283105,70.2283105,55
Mohammad Irfan (4),0.947368421,94.73684211,28.25
Hassan Khan,0.988095238,98.80952381,26.72727273
Bilawal Bhatti,0.910569106,91.05691057,56.75
Shahzaib Hasan,1.046025105,104.6025105,0
Asif Ali,1.446553447,144.6553447,0
Zohaib Khan,1.142857143,114.2857143,23.5
Usman Shinwari,0.605263158,60.52631579,21.67164179
Usama Mir,0.923076923,92.30769231,35.22727273
Aamer Yamin,1.535211268,153.5211268,25.86363636
Rafatullah Mohmand,1.206896552,120.6896552,0
Mir Hamza,0.153846154,15.38461538,26.08
Ghulam Mudassar,0,0,24.76923077
Hussain Talat,1.147515528,114.7515528,28.44444444
Umar Gul,0.66984127,66.98412698,25.48017621
Khushdil Shah,1.208754209,120.8754209,30.72727273
Mohammad Abbas,0.148484848,14.84848485,23.77922078
VA Singh,0.363636364,36.36363636,0
Qadeer Ahmed,0.333333333,33.33333333,45.5
C McAuslan,0.613636364,61.36363636,0
SF Mire,0.868253968,86.82539683,35.78571429
R Ngarava,0.781021898,78.10218978,33.72093023
RP Burl,1.002392344,100.2392344,26.4375
Ihsanullah,0.75066313,75.066313,0
Adnan Mufti,0.798336798,79.83367983,0
Anjar Tadarus,0.526315789,52.63157895,8.5
AH Kapadia,0.083333333,8.333333333,0
W Nalisa,0.741176471,74.11764706,25.81818182
W Viraliliu,0.628571429,62.85714286,67
AL Stephen,0.214285714,21.42857143,12.87096774
JW Chilia,0.525862069,52.5862069,23.47826087
VC Bhammar,0.431506849,43.15068493,0
Ahmad Ramdoni,0.515151515,51.51515152,0
PK Matautaava,1.185410334,118.5410334,15.125
IDGP Kisawa,0.3,30,38
A Mansale,0.623056995,62.30569948,26.45454545
Gaurav Tiwari,0.462585034,46.2585034,37
N Nipiko,0.789930556,78.99305556,17.76190476
F Shony,0.2,20,46
IK Gamantika,0.544715447,54.47154472,9
IW Budiarta,0,0,64
J Hill,1.283185841,128.3185841,23
R Tari,0.583529412,58.35294118,49
T Langa,0.766871166,76.68711656,0
DC Smith,1.00952381,100.952381,31.625
J Dunn,0.606822262,60.68222621,0
R Mahajan,1.4,140,15.18181818
J Rasu,0.894093686,89.40936864,27.5
Tariq Ali,0,0,47
SU Falo,0,0,31
CC Blake,0.425531915,42.55319149,25.36363636
S Cotter,1.035714286,103.5714286,18
F Vaaetasi,0.583333333,58.33333333,41.5
BF Mailata,1.325581395,132.5581395,21.71428571
N Vaasili,0.75,75,16.77777778
T Alatasi,0,0,20.83333333
DE Burgess,1.227272727,122.7272727,21.16666667
V Yabaki,0.693548387,69.35483871,33
J Kida,0.735449735,73.54497354,18.71428571
S Ravoka,0.775193798,77.51937984,20.5
V Manakitoga,0.466666667,46.66666667,0
SM Tupou,0.931818182,93.18181818,14.16666667
J Baleicikoibia,0.575757576,57.57575758,0
Riyad Khan,0.777777778,77.77777778,34
PV Vuniwaqa,1.578947368,157.8947368,15
Imran Khan (3),0.739130435,73.91304348,23
Ridha Aulia,0,0,12.75
C Veretaki,0.324324324,32.43243243,0
GD Arta,0.32,32,23
M Thurgate,0.142857143,14.28571429,0
R Kano,0.734375,73.4375,0
K Okoshi,0.295454545,29.54545455,0
N Tomizawa,0.25,25,0
M Kobayashi,0.608527132,60.85271318,0
T Takada,0.698412698,69.84126984,18.33333333
J Yamashita,0.980769231,98.07692308,21.5
HER Tyler,0.909774436,90.97744361,43.75
W Miyauchi,0.8,80,0
Harjit Singh,0,0,5
R Thakur,0,0,13
S Yamada,0.142857143,14.28571429,0
S Aravind,0.5,50,23.82142857
A Choudhary,0.95,95,16.85
DJ Hooda,1.312,131.2,43.7
AB Dinda,0.703703704,70.37037037,23.21111111
N Rana,1.3798151,137.98151,17.17647059
KH Pandya,1.25850966,125.850966,33.94545455
PA Patel,1.058561071,105.8561071,0
DL Chahar,1.126865672,112.6865672,21.97727273
R Bhatia,1.163793103,116.3793103,22.09090909
YK Pathan,1.21778278,121.778278,32.36363636
KD Karthik,1.043984175,104.3984175,0
PP Chawla,1.078674948,107.8674948,25.2125
Swapnil Singh,1.268774704,126.8774704,19.08695652
MM Sharma,0.657142857,65.71428571,27.67857143
T Natarajan,0,0,21.84210526
MK Tiwary,1.052514793,105.2514793,21.44444444
Sandeep Sharma,0.5,50,22.34042553
Iqbal Abdulla,0.90625,90.625,25.68181818
S Nadeem,0.692307692,69.23076923,29.91666667
P Negi,1.231788079,123.1788079,19.84210526
Vishnu Vinod,1.321533923,132.1533923,0
Z Khan,0.630806846,63.0806846,25.83150183
P Kumar,0.864035088,86.40350877,31.03361345
Basil Thampi,1.125,112.5,32.19354839
A Nehra,0.345864662,34.58646617,22.1242236
Bipul Sharma,1.132478632,113.2478632,29.38888889
MJ McClenaghan,0.715846995,71.58469945,24.19254658
Harbhajan Singh,0.895284752,89.5284752,34.97095436
VR Aaron,0.511363636,51.13636364,28.70833333
AP Tare,1.239534884,123.9534884,0
SV Samson,1.3434238,134.34238,0
V Shankar,1.243641232,124.3641232,32.5625
NV Ojha,1.12142152,112.142152,0
M Vohra,1.289265537,128.9265537,0
SN Thakur,1.1775,117.75,28.52
RD Chahar,0.912698413,91.26984127,28.03030303
SB Jakati,0.925,92.5,26.65384615
Ankit Sharma,1.141025641,114.1025641,30.06666667
KC Cariappa,1.625,162.5,23.29411765
Ishan Kishan,1.280730897,128.0730897,0
NM Coulter-Nile,1.154017857,115.4017857,22.44067797
S Kaushik,0,0,49.33333333
Washington Sundar,0.965166909,96.51669086,25.19117647
SS Agarwal,1.125,112.5,33.5
NB Singh,0.5,50,10.125
KV Sharma,1.204225352,120.4225352,31.84090909
Ankit Soni,0.777777778,77.77777778,27
AR Bawne,1.20979021,120.979021,0
Anureet Singh,0.779220779,77.92207792,30.55
IK Pathan,0.892891451,89.28914505,26.05376344
PJ Sangwan,1.207317073,120.7317073,21.975
SP Jackson,1.252427184,125.2427184,0
S Kaul,0.625,62.5,22.88157895
AS Rajpoot,0.5,50,18.75925926
Mohammed Siraj,0.556390977,55.63909774,25.84615385
R Tewatia,1.493074792,149.3074792,26.75
MM Patel,0.555555556,55.55555556,25.76415094
SS Tiwary,1.253914989,125.3914989,0
Sachin Baby,1.290262172,129.0262172,15
IR Jaggi,1.185606061,118.5606061,0
HASD Siriwardene,0.708413002,70.84130019,24.93877551
HHC Gunaratne,0.875,87.5,17.4
JL Gunn,0.628398792,62.83987915,18.76767677
Kainat Imtiaz,0.63255814,63.25581395,26.36363636
MR Aguilleira,0.619621343,61.96213425,0
ASS Fletcher,0.71761658,71.76165803,23.73076923
SS Connell,0.551724138,55.17241379,27.10638298
CN Nation,0.624197984,62.41979835,0
SC Selman,0.546341463,54.63414634,21.68518519
F Walters,0.333333333,33.33333333,7.5
SF Daley,0.643410853,64.34108527,15.47826087
A Mohammed,0.531862745,53.18627451,23.703125
SJ Taylor,1.005456349,100.5456349,0
Q Joseph,0.55862069,55.86206897,21.66666667
R Boyce,0.370967742,37.09677419,0
Marina Iqbal,0.597014925,59.70149254,31
Kycia A Knight,0.677208288,67.72082879,0
AK Peters,0.384615385,38.46153846,32.33333333
S Ecclestone,0.970588235,97.05882353,17.00662252
Azeez Salako,0.372093023,37.20930233,22
AM Kimote,0.666666667,66.66666667,18.18181818
CN Onwuzulike,1.063829787,106.3829787,25.14285714
N Mapunda,0.348993289,34.89932886,0
CM Akachukwu,1.03030303,103.030303,22.875
RK Kiseto,0.322981366,32.29813665,38.25
OA Olympio,0.777777778,77.77777778,10.2
OJ Bejide,0.655367232,65.53672316,45
A Dagar,0.611111111,61.11111111,15.625
KN Mussa,0.830357143,83.03571429,14.77777778
Jitin Singh,0.834375,83.4375,26.5
IO Okpe,1.033783784,103.3783784,19
HH Abdallah,0.408088235,40.80882353,10.4
SJ Ally,0.793103448,79.31034483,63
HA Chohan,1.265625,126.5625,17.33333333
JO Adedeji,0.746887967,74.68879668,20.77777778
S Khalifa,0.449275362,44.92753623,17
L Lamin,0.596638655,59.66386555,57.33333333
G Bakiweyem,0.666666667,66.66666667,14.625
JO Adotei,0.071428571,7.142857143,0
F Baleri,0.636363636,63.63636364,0
S Ateak,1.02189781,102.189781,0
A Gbla,0.892857143,89.28571429,11.57142857
JK Vifah,0.996197719,99.61977186,19
G Ngegba,0.634328358,63.43283582,17
JH Mensah,1.673913043,167.3913043,0
Mohamed Khan,1.083333333,108.3333333,19.33333333
SK Awiah,0.724738676,72.4738676,10.76923077
DNA Ankrah,1.02,102,10.71428571
V Ateak,0.1,10,14.82352941
I Kamara,0.327272727,32.72727273,15.61538462
IKO Aboagye,1.044117647,104.4117647,12.15
Himal Patel,0.75,75,3.333333333
J Zimba,0.675862069,67.5862069,8.5
R Nehonde,0.802173913,80.2173913,27.57142857
G Kandela,0.821428571,82.14285714,8.5
N Master,0.924242424,92.42424242,18.66666667
Javid Patel,0.851851852,85.18518519,21.5
K Modise,0.722222222,72.22222222,23.5
D Maisuria,0.277777778,27.77777778,8.060606061
A Rangaswamy,0.50617284,50.61728395,13.46666667
I Master,0.571428571,57.14285714,0
K Motlanka,0.928131417,92.81314168,7.25
T Tshose,1.455882353,145.5882353,17.83333333
JWN Moses,0.637096774,63.70967742,16.6
Gladson Kandela,0.510638298,51.06382979,17
R Mosweu,0.433526012,43.35260116,0
A Nsensha,0.335526316,33.55263158,0
I Mwaba,0.435897436,43.58974359,0
M Mvula,0.103448276,10.34482759,0
SA Patel,0.514285714,51.42857143,0
I Komba,0.3125,31.25,7
J Chinunga,0.37704918,37.70491803,0
O Olaleye,0.338983051,33.89830508,0
AS Abioye,0.35,35,13.125
AJ Ayannaike,0.556886228,55.68862275,0
U Friday,0,0,0
A Mene-Ejegi,1.377777778,137.7777778,15.27272727
M Aboagye,0.927272727,92.72727273,22
MK Anafie,0.4,40,17.875
Muhammad Hashim,0.4,40,0
K Omala,0.277777778,27.77777778,0
Y Jalloh,0,0,0
J Bangura,0.228070175,22.80701754,0
Z Abbasi,1.194805195,119.4805195,7.333333333
M Mansaray,0.385964912,38.59649123,0
E Kamara,0.40625,40.625,0
M Mooketsi,0.621621622,62.16216216,18.86666667
KD Kamania,0.453608247,45.36082474,0
AA Premji,0.333333333,33.33333333,0
KS Bagabena,0.963636364,96.36363636,13.47368421
AD Kamania,0.557142857,55.71428571,0
H Pragji,1.222222222,122.2222222,0
Sultan Ahmed (2),0.646464646,64.64646465,24.5
Imran Ali,0.461538462,46.15384615,16
Zaheer Ibrahim,0.92971246,92.97124601,40
Ali Zaheer,0.981549815,98.15498155,25.5
Qalandar Khan,0.6,60,0
Adnan Idrees,1.350746269,135.0746269,19
Haroon Shahid,0.673076923,67.30769231,16.6
Fiaz Ahmad,0.8,80,83
Imran Ali Butt,0.768,76.8,0
W Uisuk,0.38028169,38.02816901,12.57142857
P Sungnard,0.827586207,82.75862069,14.28571429
Mohammed Sameer,0.846153846,84.61538462,0
J Chaturanga,0.815151515,81.51515152,30
RR Raina,0.492753623,49.27536232,17
N Senamontree,0.3,30,17.1
Junaid Aziz,0.926470588,92.64705882,9.083333333
Vichanath Singh,0.52238806,52.23880597,24.4
DF Jacobs,0.668604651,66.86046512,8.625
Tahir Dar,0.818181818,81.81818182,9.5
S Gawas,0.727272727,72.72727273,33.5
Mohamed Iqbal Noor,0.642857143,64.28571429,22.66666667
Jabbar Amjad,1,100,48
Awad Khan,0.833333333,83.33333333,0
Omar Imtiaz,0,0,20
Babar Ali,0,0,9.6
Imran Arif,1.611111111,161.1111111,10.5
GSPR Arachchige,0.530612245,53.06122449,1.75
Khurram Shahzad,0.621527778,62.15277778,29.5
Muhammad Tanveer,0.828467153,82.84671533,68.5
Muhammad Rafeh,2.133333333,213.3333333,0
K Senamontree,0.238095238,23.80952381,7
Yan HuaWen,0.466666667,46.66666667,0
Zhuang Zelin,0.307692308,30.76923077,0
Ge Yongsheng,0.145454545,14.54545455,54
Zhang Peng,0.277777778,27.77777778,55
N Pathan,0.980769231,98.07692308,18
Ke Tiansheng,0,0,0
K Norbu,0,0,0
T Wangchuk,0.446428571,44.64285714,23.55555556
S Pradhan,0.557522124,55.75221239,14.58333333
DS Gurung,0,0,41
T Jamtsho,0.925233645,92.52336449,20.14285714
Shahbaz Rasheed,0.985781991,98.57819905,28
R Pradhan,0.611111111,61.11111111,0
Nadeem Javed,1.479166667,147.9166667,22.66666667
T Singye,0.857142857,85.71428571,17.85714286
Mohammad Afzal,0.97826087,97.82608696,17.28571429
Kumar Subba,0.385964912,38.59649123,21
S Tobgay,0.648648649,64.86486486,114
K Ghalley,0.5,50,0
Khadeer Mohammed,1.666666667,166.6666667,0
Dharmang Patel,0.806818182,80.68181818,0
Usman Waheed,0.723163842,72.31638418,0
Mohammed Asghar,1.278846154,127.8846154,0
Sajid Manzil,0.904761905,90.47619048,12.5
Bastaki Fahad,0.096774194,9.677419355,0
Aamir Javed,1.397260274,139.7260274,0
Mohammed Ghulam,0.414814815,41.48148148,0
Jiang Shuyao,0.452054795,45.20547945,0
Muhammad Kashif,1.204918033,120.4918033,40.5
Md Shafiqul Haque,0.941176471,94.11764706,0
Sarbjot Singh,0.235294118,23.52941176,0
W Maneerat,0.582417582,58.24175824,0
Muhammad Safdar,0.2,20,0
Bilal Mansoor,1.086956522,108.6956522,0
N Sibanda,0.069767442,6.976744186,15.27272727
CS Mugeri,0.950693374,95.06933744,19
R Ntozakhe,0.166666667,16.66666667,29.71428571
A Beggs,0.282051282,28.20512821,23.2
J Gray,0.618556701,61.8556701,0
L Maritz,0.743119266,74.31192661,22.8
Rachel Delaney,0.46961326,46.96132597,23.75
L Paul,0.65398773,65.39877301,22.0625
LC Boylan,0.44,44,16
N de Klerk,0.74471831,74.47183099,18.23529412
AC Mushangwe,0.44,44,5.583333333
L Little,0.5625,56.25,263
S MacMahon,1.081632653,108.1632653,25.28571429
RN Gamble,1.2,120,10
EJ Richardson,1.083333333,108.3333333,28.75
SV Lazars,0,0,17.5
GJ Delany,1.155589124,115.5589124,24.90243902
J Thompson,0.346153846,34.61538462,46
MC Sorensen,1.236363636,123.6363636,23.20588235
C Lewis,0.5,50,0
M Gilmour,1.411764706,141.1764706,0
T Stanton,0,0,14.5
A Dennison,0.96969697,96.96969697,0
Nathan Smith,0.4,40,16
J Holmes,0.5,50,0
J Robinson,0,0,17
TE Kane,0.67721519,67.72151899,22.71428571
Muhammad Sadique,0,0,20
Yaqoob Ali,0.5,50,12
G Kennedy,0.738916256,73.89162562,16.09090909
DC Delany,0.845070423,84.50704225,28.52941176
HT Tector,0.919061584,91.90615836,22.73333333
Ross Allen,0.64516129,64.51612903,10.33333333
SP Terry,0.793103448,79.31034483,0
D Barr,0.82,82,0
A Haggan,0,0,16
C Hassett,1.078947368,107.8947368,0
G King,1.2,120,0
J Grassi,0.736111111,73.61111111,0
M Bauer,0,0,0
JB Tector,0.96,96,0
RJ Forrest,0.886363636,88.63636364,0
R Anders,0.65625,65.625,29
MI Tato,0,0,3.75
E Yamaguchi,0.4,40,0
M Yanagida,0.359281437,35.92814371,12
T Lafai,0.891891892,89.18918919,7.4
M Kanno,0.484126984,48.41269841,20.5
A Umetani,0.368421053,36.84210526,0
E Kobayashi,0.37254902,37.25490196,32
K Ota,0.333333333,33.33333333,33
RSM Lili'i,0.806818182,80.68181818,10
LO Telea,0.205882353,20.58823529,3.333333333
M Uliao,0.25,25,5.5
M Shiraishi,0.283018868,28.30188679,0
S Miyaji,0.544401544,54.44015444,26.8
JC Sokomanu,0.514285714,51.42857143,0
M Tarimiala,0.289473684,28.94736842,0
V Araa,0.333333333,33.33333333,15.3
MV Fare,0.166666667,16.66666667,18
GP Tom,0,0,7
A Chilia,0.506024096,50.60240964,33
L Chilia,0.105263158,10.52631579,6.4
V Langiatu,0.441860465,44.18604651,0
S Solman,0.701298701,70.12987013,27.5
N Navaika,0.490566038,49.05660377,7.7
J Avok,0.564814815,56.48148148,0
J Chilia,1,100,0
R Andrew,0.38,38,17.66666667
A Kitayama,0.533333333,53.33333333,0
K Ishimoto,0.125,12.5,29
L Tastuki,0.357142857,35.71428571,9.6
VM Andrew,0.5625,56.25,0
LA Bourne,0.564102564,56.41025641,0
K Niras,0,0,0
D Kalifa,1,100,0
ETV Vaaetasi,0.571428571,57.14285714,0
Rizwan Cheema,1.221884498,122.1884498,31.47826087
Hamza Tariq,1.027568922,102.7568922,0
NS Dhaliwal,0.920577617,92.05776173,26.83333333
N Dutta,0.695767196,69.57671958,16.19444444
Saad Bin Zafar,0.780141844,78.0141844,13.35714286
AS Hansra,0.641630901,64.16309013,27.78571429
BS Adhihetty,0.613095238,61.30952381,6.666666667
DN Pathirana,0.664772727,66.47727273,0
S Ukani,0.774647887,77.46478873,0
M Dharmichand,0.892307692,89.23076923,15.27586207
AE Paraam,0.65551425,65.55142503,20.72727273
R Rohan,0.639468691,63.94686907,36
DK Arinaitwe,0.509090909,50.90909091,26
RG Mukasa,0.781078108,78.10781078,22.13333333
S Vijayakumar,0.629032258,62.90322581,19.85714286
Amjad Mahboob,0.823529412,82.35294118,19.72222222
C Waiswa,0.654761905,65.47619048,16.6875
A Krishna,0.681818182,68.18181818,16
S Appusamy,0.588235294,58.82352941,12.33333333
I Khaleel,0.2,20,0
CC Alexander,1.1,110,0
PA Dahiwal,0.7,70,29
NP Kenjige,0.756756757,75.67567568,24.5
SP Patel,0.420454545,42.04545455,0
